Category;Title;Content
Askercell;Amasya Turkcell Askercell Mağduriyeti;"Turkcell Askercell sorunu; 18 Mayıs 2024 tarihinde başladığım bedelli askerliğimde girişte zorunlu olmadığı söylense de, içeri telefonumuzu almaları için bize zorla aldırtılan Askercell hattı, askerlik yaptığım süre içerisinde 12 günde açılmıştır. Bize verilen kağıtta Askercell'in en geç 72 saat içinde açılacağı yazıyordu fakat açmaları 12 gün sürdü ve ben bu süre zarfında askerdeki zor şartlar altında ailem ve yakınlarımla görüşemedim. Hem bizden bu hat için 850 TL gibi bir fiyat alıp hem de bizi bu şekilde mağdur ettiler. Param tamamen çöpe gitti bu yüzden."
Askercell;Turkcell Askercell Mesaj Sorunu;Sevgilim askere gitmeden önce Askercell hattı almıştı. 10 gündür gayet iyiydi, ancak dünden beri attığı mesajları asla göremiyorum. Benim mesajlarım gidiyor, onun attığı mesajlar iletiliyor ama hiçbir şekilde mesajları göremiyorum. Aramada sıkıntı yok ama acil bir çözüm istiyorum.
Askercell;Turkcell Faturamın İptal Edilmesini İstiyorum;Turkcell'den başka bir operatöre hat taşıdım, iki ay oldu. İki aydır fatura geliyor. Haksız faturanın iptal edilmesini istiyorum. Eğer iptal edilmezse Tüketici Hakem Heyeti'ne gideceğim. Bir an önce sorunumun çözülmesini istiyorum. Bu yaptığınız, insanları mağdur etmektir.
Askercell;Turkcell Askercell Aboneliğini Yapmadığı İçin Mağduruz;Oğlumuz Maltepe Evren Kışlası'nda askerliğini yapmakta. Girişte Askercell başvurusu yaptı, fakat hat Askercell aboneliğinde görünmediğinden ilk yüklenen paketler bittiği için yeni paketler yüklenememekte. Turkcell bayii Askercell başvurusunu alıp Askercell aboneliği yapmadığından şu anda kendisiyle iletişime geçemiyoruz. Müşteri hizmetleri bayiiden halledebilirsiniz diyor ama adam askerde, nasıl çıkıp da bayiiye gidip halledebilecek? Hat onun adına, akılsızlık ve çözümsüzlükler içinde bir durum.
Askercell;Turkcell Askercell SMS Gitmiyor;Sevgilim askerde ve attığım SMS'ler gitmiyor. Aramada sorum yok, onun mesajları bana geliyor ama benim mesajlarım ona gitmiyor. Bir an önce düzeltilmesini istiyorum. Lütfen gereği yapılsın, müşteri hizmetlerinde de kendi numaram dışında bir numara kabul etmiyor
Askercell;Turkcell Sinir Bozucu Özellik!;Her aramadan sonra, umursamadığım bazı detayları anlatan bir ekran çıkıyor ve sadece bir defa değil, arka arkaya en az 5 kez ve bu çok sinir bozucu. İnternette onu kapatmanın bir yolunu aradım ama Turkcell ile iletişime geçmek dışında hiçbir şey bulamadım.
Askercell;Turkcell Askercell Çalışmıyor Parası Ödendi Hizmet Yok🤔🤔🤔🤔🤔;Turkcell Askercell hatları açılmadı. Yazık, bu çocuklar evlatlarımız ile görüşemiyoruz. Para alındı, hat açılmadı. Akşam deprem olmuş, nasıl haber alacağız? Sizin evlatlarınız yok mu? İnşallah aynı şeylerin daha kötüsünü yaşamazsınız. Unutmayın, her şeyi ticarete döktünüz. Ayıptır.
Askercell;Turkcell Açılmayan Askercell Hattı;Amasya'da askerlik yapan eşime Turkcell'in 18 mayıstan beri açılmayan Askercell hattı yüzünden ulaşamıyorum. Bu durumun o kadar çok mağduru var ki. Böyle bir firma nasıl bunu çözemez. Bu durumu buradan, benim çözebilmem mümkün müdür? En azından buna yardımcı olun. Aksi halde olayı hukuki boyuta taşıyacağım.
Askercell;Turkcell Askercell Hattı Çekmiyor;Kardeşime Turkcell Askercell hattı aldık ve iki gündür hiçbir şekilde hat hiçbir yerde çekmiyor kendisine ulaşamıyoruz Bu konuyla ilgili ilgili birimlerden dönüş bekliyorum. Lütfen bu sorunu çözmenizi istiyorum. Kendisi şu an askerde olduğu için iletişime geçemiyor bu sorunu düzeltmek için
Askercell;Turkcell Amasya Askercell Hat Açılmadı;18.05.2024 tarihinde Amasya Er Eğitim tugayında zorunlu olarak satılan Turkcell Askercell hat aldım ve ödemesini de yapmış olmama rağmen hat hala açılmadı. Ailem ile görüşemiyorum Bu nasıl bir hizmet?. Hattı açmayacaksanız parasını neden alıyorsunuz. Alıyorsanız neden o gün hat kullanıma açılmıyor
Askercell;Turkcell - Ceptaş Sorumsuzluğu;İyi Çalışmalar, 19.05.2024 tarihinde Amasya 15. Piyade Er Eğitim Tugay Komutanlığı içerisinde yeni gelen askerlere, Turkcell GSM firmasının yeni sim kart hat satışını yapan ceptaş firması Askercell adı altında insanlara sivil hat satışı yapmıştır. Yeni hat bedeli 750 TL olması gerekirken 850 TL ücret alınmıştır. Söz konusu fiyat farkı bir yana, Ceptaş firması 15. Piyade Er Eğitim Tugay Komutanlığı içerisinde satışını yaptığı yeni hatların kullanımını sağlayamamış ve insanları mağdur etmiştir. Hem fiyat farkı hem de yeni hat hizmetinin sağlanamayıp insanların mağdur edilmesinden Ceptaş firması sorumludur. Kendilerine durumu belirtmek adına aradığımızda telefonlara bakmayarak muhatap bulunamamıştır. GSM sektörünün lider firmalarından olan Turkcell markasına böyle bir alt kuruluşun adını bu tarz haksız kazanç ve mağduriyetler yaşatması firma kalitesine yakışmamıştır. Ceptaş firması ile görüşülüp bu mağduriyetin giderilmesi rica eder, bilgilerinize sunarım. Saygılarımla.
Askercell;Turkcell Askeriye Hat Bildirimi;17 Mayıs da Manisa birliğinden oğluma satılan Askercell hala aktif hale geçirilmemiştir. Turkcell'in hala bir hattı açamaması çok ayıptır. Hat ne zaman açılacak askerlik bittikten sonra mı.? Parasıyla insanları mağdur etmek kabul edilemez. Bir çok asker oğlumuzla irtibata geçemiyoruz
Askercell;Turkcell Ve Zorunlu Olmayan Ama Zorunlu Askercell?;Askercell adı altında Turkcell'den 850 TL karşılığında kardeşime askerî hat satmaya çalışıyorlar. Zorunlu olmamasına rağmen bu sebeple elindeki tuşlu telefonu geri göndermeye zorladılar. Askercell almadığı için bu durum nedir? Birileri komisyon mu alıyor da zorunlu olmadığı halde tehdit ile askerlere Askercell satmaya çalışıyorsunuz? Cevap bekliyorum.
Askercell;Turkcell Çalışanının Sinirli Tavrı Askercell Numaralarını Kaydetmedi;Bugün Turkcell bayisine hat devralmak için gittim babamla. Devir işlemi yapılırken kimlik ve e-devlet işlemleri yapılırken yapılan işlemlere bakıyordum. İşlemler tabletten yapılıyordu, işlem yapan kişi sinirleniyor ve işlemleri hatalı yapıp tekrar başkasından yardım istiyor bu sorun değil fakat ben e-devletimde ne yapıldığına bakmalıyım çalışan kız sen ne dikiliyorsun gibi ters çıkışıyor, soru sorulmasına sinirleniyor üslup problemi var. Çıkarken de hakaret etti kısık sesle duydum. Yapılan işlemi tabii ki de görmeliyim ve e-devlette ne yapılığını bilmeliyim tabi ki de. Askercell işlemi yaptırdım ama numaraları eklemeyeceklerini söylediler müşteri hizmetlerinden yaparsın dediler ama mesaj geldi bayide de yapılıyormuş, yapmak istemediler. Ayrıca işlem yaptığı tableti benim bilgilerim açık halde mağazanın ortasında ekran açık şekilde bıraktı söyleyince agresifleşti yanındaki çalışan kişi bakmak yasak diyor ama tableti açık şekilde mağazanın ortasında duruyor, gelen geçen görüyor orada ne yazdığını. Askercell ile işim bitince hattımı başka operatöre taşımayı düşünüyorum çalışanlarınızda üslup problemi var paramla rezil oluyorum eğer arayacaksanız erken arayın. Size ait olan asker hattımı da arayabilirsiniz. Şikayet ettiğim mağaza Atışalanı Caddesi Turkcell 1 yazıyor camda
Askercell;Turkcell - Askercell Alaşehir;Merhabalar Manisa Alaşehir'de askerliğimi yaparken girişte satılan Askercell (Turkcell) hizmetini satın aldım fakat içeride hiçbir şekilde şebeke gelmedi. 4 gün içerisinde açılır bekleyin gibi geçiştirici cümlelerden sonra askerlik sonuna kadar (1 ay) boyunca hattan faydalanamadım. Bunun akabinde hizmetini kullanmadığım ürünün para iadesini talep ettiğimde de herhangi bir şekilde yardımcı olmayacaklarını söylediler.
Askercell;Turkcell Askercell Bilgi Almak;Merhabalar öncelikle iyi günler Askercell aldığımda, askerliğim bittikten sonra onu normal hat olarak yani normal hatta çevirip kullanabilir miyim? Yoksa sadece Askercell Mi olarak devam edecek, lütfen bilgi almak istiyorum yardımcı olur musunuz. Kafam karıştı çünkü
Askercell;Turkcell Askercell Hattı Açılmadı;Sivas 5. Tümen Birliğinden 20.04.2024 tarihinde 5362****51 numarası ile Askercell aldım. Bana birkaç gün içinde açılır dediler ama hala açılmadı. Müşteri hizmetlerini arıyorum şunları yap diyor yapıyorum ama hala hattım açılmadı ve aileme ulaşamıyorum. Herkes aynı sorunu yaşamış ama çözüm bulan yok. Babam aradı ancak ona da bilgi vermemişler. Siz nasıl hizmet veriyorsunuz anlamış değilim. Askercell aldık pişman olduk ve rezil olduk. Benim gibi mağduriyet yaşayan binlerce insan var.
Askercell;Turkcell Askercell Normal Hatta Dönüştürmek;Askercell hattımı normal hatta dönüştürmek için Bursa as merkezde bulunan bayiye gittim. Talebimi söylediğim yetkili beni bayide kimse olmadığı halde direkt olarak 532 yi arayarak bu işlemi yapabileceğimi söyledi. Bende buna inanarak birkaç gün sonra 532 yi aradım müşteri hizmetlerine bağlandım ve telefondaki yetkili bunun mümkün olmadığını bu işlemin sadece bayilerde yapılabileceğini dile getirdi. Ben onlarca kilometre yapıp zamanımdan ve maddiyatımdan harcadım 5 saniyelik iteleme konuşmasıyla elim boş döndüm. Bana bir çözüm bulmanızı istiyorum. Çalışanlarınızıda gözden geçirin lütfen başlarından atmaya uğraşıyorlar biz müşteriyiz bedavadan bu hattı kullanmıyoruz. İnsan muamelesi görmek istiyoruz.
Askercell;Turkcell Asker Hattına Mesaj Gidiyor Ama Göremiyorlar, Mesaj Ulaşmıyor;Sevgilim askerde ve attığım SMS'ler gitmiyor. Arama da sıkıntı yok, onun mesajları bana geliyor ama benim mesajlarım ona gitmiyor. Askercell ile bu kadar mağduriyet neden? Bir ton paraya satıyorsunuz ama istediğimiz zaman mesaj bile atamıyoruz. Bir an önce düzeltilmesini istiyorum.
Askercell;Turkcell Askercell Hattı Çekmiyor Ve Çalışmıyor;Merhaba, Askere girişte 850 TL'ye aldığım Askercell hattı telefona taktım lakin hiçbir şekilde sinyali gelmedi ve kullanamıyorum. Askerde olduğum için sivile çıkıp Herhangi bir Turkcell bayisine gösteremiyorum. İade edip parasını almak istiyorum. Hızlı bir şekilde durumumla ilgilenirseniz mutlu olurum iyi günler.
Askercell;Turkcell Askeri Bölgede Yaşanan Şebeke Sorunları;Turkcell şebeke sorunu. Hatay İskenderun deniz alayında oğlum askerlik yapıyor, gitmeden Turkcell'den yeni hat alıp Askercell yaptı ama Turkcell'in şebeke sorunu yüzünden görüşemiyoruz. Çoğu zaman şebeke yok uyarısı veriyormuş 1 saat çeken yer arıyor. Başkalarının hattından iletişim kurmaya çalışıyoruz. Bu kadar mağduriyet yaşatan başka operatör yok. Boşu boşuna 850 TL verip Turkcell hat aldık. 1 sene geçmiş deprem bahane olamaz artık.
Askercell;Turkcell Askercell Sorgulaması Yapınca Hata Alıyorum.;"Bedelli Askerliğe gideceğim için 15.04.2024 tarihinde Turkcell ' den yeni bir Askercell hat aldım. Fakat hattın Askercell olup olmadığı askeriye tarafından kontrol edileceğinden, emin olmak için *199# yaptığımda ""İşleminiz şu anda gerçekleştirilemiyor. Lütfen daha sonra tekrar deneyiniz."" SMS i alıyorum. Askerlik hizmetime başladığımda sorun yaşamamak için bunun düzeltilmesini rica ediyorum.
Askercell olan hattımın numarası: 0536***8803"
Askercell;Turkcell Kara Liste Hatası;"Vodafone operatörüne ait hattımı Turkcell'e geçirmek istedim ancak geçiş yapamayacağım belirtildi. Kara listede olduğum ve 2019 yılında adıma ait 0530*******79 ile biten bir numaranın olduğu ifade edildi. Böyle bir numarayı hiçbir zaman kullanmadım. Sadece askerlik dönemimde, bu zorunlu olduğu için AskerCell almıştım. Onun da kullanılmadığı takdirde herhangi bir sorun olmayacağı söylenmişti. Hattı aktive edip telefona bile takmamıştım; zaten bilmediğim bir numaraydı. Adıma açılmış böyle bir numara ve kara listede olma durumunu kabul etmiyorum. Durumun düzeltilmesi için gereğinin yapılmasını talep ediyorum."
Askercell;"Turkcell Askercell "" İşleminiz Şu Anda Gerçekleştirilemiyor "" Hatası";"Turkcell Askercell hizmetinden yararlanmak istedim ve yeni hat için yaklaşık 800 TL ödedim. Ancak *199# tuşladığımda "" İşleminiz şu anda gerçekleştirilemiyor "" hatası alıyorum. 1 hafta içinde askere gideceğim bu sorunun acilen çözülmesi gerek. Yardımcı olur musunuz?"
Askercell;Turkcell Askercell Hat 1,5 Aydır Açılmadı!;09.03.2024 tarihinde Amasya tugayında operatör stantlarında satılan Turkcell Askercell hat aldım ve 1,5 aydır hat açılmadı. Orada bir ay boyunca açılmasını bekledim açılmadı mağdur oldum, şehrime döndüm hat hala kapalı. 850₺ civarında bir ücret ödedim ve karşılığında hiçbir şey alamadım. Bu nasıl bir hizmet?
Askercell;Turkcell Askersel Kapandı Açılmıyor;Merhaba iyi günler. Girişte 800 TL'ye aldığım, Askercell aldığımda hattı telefona taktım lakin hiçbir şekilde sinyali gelmedi yani kullanamadım. 10 gün sonra hat kapandı bu sırada askerde olduğum için sivile çıkıp Herhangi bir Turkcell bayisine gösteremedim. Şu an gidip iade istiyorum yapılamaz diyorlar e devlette bile numaram gözükmüyor numaramı normal hatta döndürüp kullanmak ya da iade edip parasını almak istiyorum. Hızlı bir şekilde durumumla ilgilenirseniz mutlu olurum iyi günler.
Askercell;Turkcell Askercell Hattının Askerlik Süresi Boyunca Açık Olmaması;"9 Mart - 3 Nisan arasında askerlik görevi için Amasya'ya gittim. Turkcell bayisi tarafından 800TL karşılığında Askercell tedariğini sağladım. Fakat askerlik süresi boyunca Askercell açılmadı. Konu hakkında para iadesi talep etmekteyim. Geri dönüş yapmanız rica olunur.
Onur Can K**** ismi ve 313*****520 t. C. Kimlik numarası ile gerekli bilgilere ulaşabilirsiniz. Yapılan ödemenin dekontu da ayrıca ektedir."
Askercell;Turkcell Askercell Aktivasyon Sorunu;10.02.2024 Tarihinde Amasya 15. Piyade Eğitim Tugayına Katıldım. Girişte Turkcell den Askercell tanımlı sim kartı 750₺ ye satın aldım. 72 saat içerisinde açılacağı söylendi fakat hat 18/02/2024 tarihinde yani 8 gün sonra açıldı ve açıldığı zamanda içerisinde 1 MB ve 1 dakikalık bir paket olduğu belirtildi. Askerliğim bitene Aileme ve yakınlarıma başka kişilerin hattından ulaşmaya çalıştım. Turkcell in kalitesine yakışmayan bir tecrübe yaşadım. Bir avukat olarak problemi hukuki yöne taşımadan, sorunun en kısa zamanda giderilmesini talep ederim.
Askercell;Turkcell Askercell Mağduriyeti;"8 Mart 2024 tarihinde amasyapark AVM içindeki Turkcell bayisine giderek oğlumuzun askerliği kapsamında Askercell hattı almak için başvuruda bulunduk. Gerekli prosedürler tamamlandıktan sonra hatta beş kişiye kadar numara tanımlandı. Akşam 18.00 ile sabah 06.00 saatleri arasında görüşme yapılabileceği ve hattın en geç 48 saat içinde aktif olacağı yönünde taahhüt edildi. Aradan 72 saat geçmesine rağmen ne biz çocuğumuza ne de çocuğumuz bize ulaşabildi. Turkcell müşteri hizmetlerini aradığımızda hattın aktif olduğu bilgisini aldık. Bir gün daha bekledik. Ertesi gün yine belirtilen saat dilimleri arasında çocuğumuza ulaşamadık, o da bize ulaşamadı. Beşinci gün yine Turkcell müşteri hizmetlerini aradığımızda hattın arızalı olduğu ve hat sahibinin bayiye giderek yedek sim kart için başvuru yapması gerektiği söylendi. Oğlumuzun asker olduğunu ve izin alma şansının olmadığını söylememize rağmen, yapılabilecek bir şey olmadığı ifade edildi. Yedinci gün tekrar Turkcell müşteri hizmetlerini aradığımızda, müşteri temsilcisi 'hat sahibi siz değilsiniz, size hiçbir konuda bilgi veremem' diyerek telefonu yüzümüze kapattı. Bir gün sonra tekrar müşteri hizmetlerini arayıp bayi iletişim numarasını istediğimizde 'veremeyiz, yasaktır' yanıtını aldık. Yemin töreninden bir gün önce bayiye uğradık. Çocuğumuzla sizin yüzünüzden iletişim kuramadık ve mağdur olduk. Hattı iade etmek istedik ancak 'hattı kapatabiliriz ama para iadesi yapamayız' dediler. Hattın kapatılması için de hat sahibinin kimliği ile gelmesi gerektiğini söylediler. Yaşadığımız mağduriyetle ilgili bir çözüm sunulmadı. 750 TL'nin önemi yok; ancak mesele para değil, yaşanan mağduriyet, iletişim özgürlüğünün kişilerden alınması ve mağduriyetin dikkate alınmamasıdır. Sorunun basit ve umursamaz yöntemlerle kapatılmak istenmesi kabul edilemez. Gerçekten yazık."
